Naive,RandomizeUpdate,Randomize,KMP,Boyer-Mooer,String.indexOf
2692754,297389757,257674604,3634918,793515,3092
2790832,296600334,295573386,4045574,834911,3126
2747920,268755780,259365638,3641067,820388,3272
2514849,261735627,263975322,3657631,1535811,3237
2320838,276237896,275643479,3417278,700697,3153
2386428,279148308,282631362,3794245,784293,3187
2610058,285310844,282642040,3939617,823922,4150
2606698,288877330,289021394,3846551,780837,3199
2759622,295019206,284553641,3954129,836285,3562
2705569,332966598,337925369,4370491,933203,4158
2352549,290886799,287779562,3851707,817191,3140
2816213,291114583,281318388,4107216,928605,3356
4775266,470635192,477678258,6511889,1405473,7548
5088262,484245026,483836408,6760852,1500668,5674
5693008,503186812,503584639,6951806,1465612,6299
5742446,492073780,494015348,7075587,1510316,6156
3231898,314552058,313456907,4562933,953004,3961
3297484,313389738,302468007,4402875,923554,3989
2896600,319528070,305451608,4256576,913375,4012
2977006,339636400,335655954,5418988,956668,3646
3155030,326100357,321694945,4477466,914714,3820
3486639,324588893,316838903,4586780,1015502,3961
2539152,259365019,254399583,3539134,762632,3410
2743756,306855443,303103224,4183483,915877,3747
2351702,290155709,288267348,3689452,743400,3244
2420206,315064752,321464227,4139719,854641,3401
3028258,292425281,286163677,3965035,776335,3413
2818845,323577173,323322643,5427293,899343,3425
2613570,275159529,275491913,3861535,809546,3203
2348599,299498110,298811595,3818632,758988,3110
2614639,287195876,292183541,3996023,777666,3115
2375882,277591121,279149583,3840757,787539,3140
2930727,264516054,263313176,3603353,669566,4419
2661119,317972287,316271282,4021580,799243,3012
2510922,268395871,254941303,3585707,746961,3167
2500919,256297071,247742060,3564751,727391,3371
2948467,335237875,337853098,4571182,922400,4197
2759409,347434734,339116742,4441944,994774,3609
2780312,327179678,330560401,4326115,917145,3245
3253349,296051492,294323165,5022757,917017,3844
2865536,316392297,300815144,4045117,850508,3237
2763349,285929286,283991282,3958359,755910,3059
2722930,262690076,254155159,3760830,769059,3183
2327357,280746434,269673567,3692283,735738,3027
2556057,261050216,261138158,3503381,731287,3199
2772286,291924198,292113217,4228797,925818,4585
2510074,234789000,235496750,3408169,696688,3001
2678199,283218630,265723822,3724859,765122,3344
2888953,319515299,318392662,4304977,878714,3536
2780442,304265134,303448036,4160508,866113,4285
2801367,329326625,321462646,4121376,840917,3103
2755397,280095425,283904288,3941686,817494,3216
2668915,305545905,306460326,3990852,786993,3454
2819441,303251595,304388635,4073109,788207,3249
2987795,306126525,299858757,4110220,861038,3273
2529059,290218975,288138224,3972161,816912,3387
2566184,297961598,297178902,3931362,805551,2994
2485113,288632829,293435011,3944009,807936,3529
2436349,281122035,272785882,3798624,860413,3046
2480504,318530695,299553159,3993337,723126,3229
2616493,279711814,269118673,3756240,793894,3012
2960148,333886955,336178129,4498705,885547,4064
2914960,331208277,323478257,4379602,878947,3447
2757991,366810471,364130387,4604762,910948,3327
2865539,329316678,327566817,4576401,941841,3552
2626944,282447566,278426134,3781895,762096,4419
3568134,335433385,337603409,4895327,1038188,4452
4471538,494363764,495303171,6641980,1493472,5833
5210413,433974196,431402309,6422739,1416473,6015
4768475,550622717,550184699,7067581,1549463,6041
3560199,420503716,411749649,5433420,1198650,4473
2550558,264627022,257167012,4214413,773582,2941
2868461,287358936,287128004,3970098,844051,3190
2517716,257618656,257635438,3677226,769591,2938
2401260,308529496,297265079,3909867,808020,2989
2535518,292482290,292524368,3783359,761029,2916
2712067,231758856,230462041,4355718,731953,3323
2669081,281059740,270587634,3800368,795845,3162
2758560,288804622,277798288,3984847,854443,3203
3193257,269974339,269950503,5216476,776164,3818
2815196,261601265,261754064,3857766,875697,3709
3042072,289271423,287964484,4011611,809098,3210
3028699,310550317,309590603,4375415,885618,3435
2974657,292304981,281818077,3938757,860532,3534
2485497,242053237,243693523,3505914,794273,3319
2754377,270685977,265029105,3713260,786095,3221
2627028,294750196,292082515,4033660,810806,3124
2627574,273321780,274928061,3779087,778467,3110
2524844,282064199,280183598,3692092,770424,3104
2904960,285565822,279581234,4044517,805761,3499
2457675,283643173,279528352,3722829,782528,3059
3510551,334884642,318683174,4572753,950185,3566
3225039,340889586,336945426,4686369,945034,3500
3079673,366288435,359484899,4682727,944469,3643
2807359,270908175,270053833,4632188,779999,3279
2975081,306594515,305628167,4484224,966533,4351
2889931,295317656,297565301,4998436,867588,3641
5460041,524309308,524957328,7474883,1682738,6310
5524559,567731859,548956045,7519072,1617195,6157
4566806,507392285,509031940,6659933,1413530,5860
4549104,392505012,397334345,5700453,1206012,4890
3504055,344275200,329655024,4781969,1046936,4409
3256231,316256417,312763143,5134528,956054,3973
2885119,345270582,341374253,4731040,1054418,4050
3283115,318617075,315739891,4566259,975887,3787
3366524,356401924,356142204,5032681,1056408,3947
2663425,351137734,347233829,4550519,958924,3593
2639353,342956422,340801568,4336328,870928,3653
2630403,265142770,265454404,3715694,803117,3389
2890457,257522859,250603949,3563734,770641,3370
2783960,279800033,281559198,3996793,817569,3739
2875926,297060086,297549869,4200888,904780,3674
2825753,304210035,301200559,4103659,865513,3181
2475258,293307893,286129355,3902660,785892,3135
2729508,257780214,261382736,3603935,734097,3066
2623971,274447373,273103609,3747385,746932,3128
2512399,316905570,313940721,4025836,817768,3872
2733417,237472854,237294245,3538389,738618,3064
2590318,270233315,269749820,3913873,821534,3359
2658747,296620222,287360937,3967199,805852,3670
2512816,326591619,330082095,4426470,915676,3320
2855389,340636113,340333266,4557524,912232,3963
2675290,258379984,259559664,3718535,763340,3172
2434030,283930497,280107891,3740692,768166,3641
2837738,306204544,306059126,4027874,813343,3428
2700135,296204838,297453447,4162494,855937,3327
2352527,342000937,319652674,3994001,793146,3142
2640723,300031915,299529420,3977413,827971,3142
2732419,297851028,294338589,3856662,796093,2940
2669231,296983080,278662362,4849260,866039,3095
2696083,274533577,276117197,3782562,749501,6978
2488296,294973652,290005935,3912299,825102,3101
2779680,295923844,292169683,4102442,892404,3552
2992233,378081051,381125674,4814390,939670,3363
2699978,275090849,262925112,3761685,852227,3415
2975808,301706470,300919130,4141515,864640,3394
3178672,287283734,289020944,4323291,913495,4002
3035911,327024427,316647441,4442499,977977,4296
2696889,331372893,318412022,4206116,923642,3193
2401954,305817283,288927577,3830869,818952,3813
2576440,306937216,304775326,4251565,905167,3339
2842090,301885825,303419426,4149908,834076,3136
2679063,292362912,292376580,4198882,867047,3415
2903180,336662182,332486341,4402058,881291,3205
2623234,314490231,313671734,4210396,881451,3139
3490655,325820337,323236296,4591794,1001275,3958
2550249,291186751,284871944,3913298,830361,3217
3244058,361839597,360736011,4881451,960213,3713
2260950,298590428,299814686,4000203,876192,3455
2787409,304900071,307000456,5039161,831683,3504
4291351,451577729,459636854,6546916,1421530,5445
4991648,469883211,455684282,6847872,1504090,5917
5097489,461282193,450461763,6294151,1425388,6557
5763749,612847808,603972734,7899442,1719617,6097
3353624,394863832,372650933,4909378,1010028,3882
3053101,307752979,304481796,4210538,900785,4256
3790364,386962234,379862666,5342386,1147051,3922
3308227,424658225,410041760,5515145,1145077,3929
2904449,399644181,401138967,5111969,1051978,3702
3125767,304202696,310632072,4109631,859735,3475
2958678,291440495,290258830,3847569,774039,3462
2949861,356165106,328601727,4426845,880431,3416
3063490,285758883,283263411,4004056,817438,3376
3123059,296274642,287109837,4090375,914831,3332
2982189,332965832,326028017,5336520,955851,3557
3160176,391135895,387145737,4886902,965206,3413
3224904,352530411,351965197,4624693,937088,3965
3675905,397435264,399520741,5297502,1007844,4732
3149111,406642719,407280035,5893429,1029008,4147
3963143,311796750,312831051,4762098,1001727,4134
3586481,353425672,341517616,4782486,980078,3968
2935729,308508087,299580204,4046025,870504,3469
2991131,297260785,299600350,4148171,846441,3265
2983664,285428017,282032947,3823180,768060,3400
2692024,344633569,340183402,4367487,912649,3518
2579433,308840634,311367207,4116351,892393,3386
3094214,331655891,329200586,4563439,930086,3448
2867310,305865184,294955868,4189471,889718,3322
2811180,281566038,282136819,3953553,850545,3073
2603737,313033211,300401910,3874454,826350,3044
2546248,293410886,278367574,3608026,728176,3084
2642428,273681795,252511271,3627878,787409,3127
2550955,306801850,294628241,3858460,808485,3098
2594463,350680454,344688485,4402776,917837,3392
2969384,304641057,304340103,4181288,893371,3640
2720107,358817755,359961194,4603236,963458,3419
3122849,314513394,317750706,4657780,953375,4179
3690123,327979576,341181237,4956740,1076056,4663
6276062,545031765,530082759,7517216,1609584,6116
6260994,615063563,604926580,8562046,1891355,6852
5025489,501481944,480865322,7679824,1417727,5928
4705460,501076550,508386579,6883277,1508220,5459
3129078,337539224,338179398,5439054,917282,3901
3326180,383008523,387039131,5284955,1154329,4158
3231052,364938539,350414915,4615328,1008687,4146
3366466,365400216,362704665,4578132,946641,4526
3614920,372081875,371141309,4961804,1006942,3977
2945064,351662708,350429239,4513548,893332,3362
3154262,352000046,341075337,5284402,997497,3710
2943157,340930790,342410479,4621637,995436,3323
2979944,322406415,323605484,4284419,834087,3347
3013618,332967121,331479786,4302532,883182,3472
2928773,289723314,284194782,4040822,828054,3406
3579989,370453504,369062445,5018659,1037524,4132
3246422,372732532,368891956,4980812,1151072,4355
3614618,365847297,368983348,4789433,966590,3809
3018713,326649844,325131863,4326825,926054,4349
3022721,340567614,337983587,4569650,967761,3747
3241637,323963860,331088917,4375711,923321,3897
3116325,314744613,306522874,5493405,1011868,3896
3299679,311856480,311502419,4262865,866887,3762
2951428,283601146,281143215,4009036,857021,3512
3049921,342968926,331258239,4461147,935379,3488
3219203,363358656,350648700,4599252,902449,3249
2508876,329965624,330234025,4111238,827554,3065
2999340,285378988,285573270,3855502,810257,3302
3183721,284925161,283472102,4010890,803579,3132
2741978,363081971,350876602,5282417,891395,3224
2623134,292642921,291305167,3974053,811402,3426
3116316,299460774,295716474,4257990,937881,3567
2918638,344826144,346940411,4508060,952648,3541
3146369,336376939,324568391,4385804,925602,4032
2989251,341379013,340605549,4430051,933117,3475
3470301,312351706,301162254,4231039,847811,3492
2883913,310978826,309805426,4276823,910828,3712
3098884,347562788,342778384,4586542,941467,3414
2845219,305622631,300949169,4116647,828463,3100
2425616,344238248,343007081,4274728,896409,3200
2970846,282635266,285990548,7149188,844574,3222
3324230,301473112,299588663,4357850,901120,3318
2991645,311371792,310569181,4186652,927560,3253
2818326,316533485,303539783,4108274,885612,3236
2932798,299490758,287374869,4032519,900692,3750
2831005,361493449,352658066,4517818,1008662,3580
3191355,313908245,308216400,4226430,903901,3344
2826174,348429987,344091505,4498615,952149,3569
3116732,350539201,348122482,4655496,982533,3393
3367177,315328165,316218228,5042205,831300,3358
2650824,322670642,312041774,4083614,842077,3273
2827898,324157009,322881643,4082945,830055,3408
2799316,302955620,277674135,3653018,784077,3101
2977093,306321353,307516707,4067735,847469,3099
2747375,310165345,309376183,4127007,863234,3479
2872160,309562312,307492831,4217477,893574,3174
3038154,372078307,373469085,4859086,998682,3464
2845455,336290471,332102119,4384586,886326,3923
2995611,391653468,377232223,4811688,1025324,3667
3389916,303346432,305417706,4384258,945755,3555
2942424,354045971,352811670,4571886,937777,3433
3253760,348504309,344220981,4445815,889661,3333
2697784,340399623,332641674,4314126,857895,3709
2635596,306223429,297359306,3913431,859362,3136
2598843,306498541,311642460,4078146,836783,3325
2857884,335372509,331667467,4219399,852806,3475
2592173,316224572,318332483,4058943,880661,3103
3628897,343125852,326301295,4640097,970557,3894
3273047,339277134,338382008,4524707,944668,3556
3009569,381590675,368798908,4603834,970313,3278
3162833,332916283,331546489,4343440,934512,3379
3441473,355044046,344538098,4527869,930315,3584
3437001,356739153,334405551,4493919,983254,4274
2622912,309934953,308951388,3927637,814927,3202
2878818,289035115,289426512,3979601,846811,3271
2843152,316081886,319101353,4297191,937851,3198
2882349,290804058,292378009,4074254,886574,3446
2979206,350504472,338177979,4448795,980227,3377
3484532,370225304,351167710,4589304,928074,3451
2944801,356009207,350609628,4651790,1022036,3779
3130097,376457010,365622753,4616485,884744,3549
2903013,353809582,359184370,4621694,967986,3327
2907154,339823566,326065203,4204393,913048,3493
3002575,363034912,358468118,4514174,919025,4165
4948011,516395936,523744923,6999271,1515125,5820
4953840,593381583,582476816,7310597,1582081,5443
5509721,487357069,482274251,6552846,1418991,5628
4761935,459172707,459283650,5920188,1276273,4993
3787257,385254284,386095030,5129660,1065974,3633
3429021,410496541,404736984,5291383,1130145,3834
3739600,386377587,385837241,6011314,1173634,4398
3864157,362797826,360318779,4809913,981682,3999
3458153,385349398,385182328,5163703,1148053,3970
3290123,395249797,381004514,5552898,939770,3481
3283065,347686423,336075405,4618476,1035126,3755
3074919,342775174,339823300,4509399,944401,3448
2788031,381409091,384247224,4813734,1014403,3660
3015310,305631562,302290918,4061658,881321,3408
3995245,406649665,407346399,5430422,1127538,4148
3542120,342275866,339747650,4707428,1082067,4245
3989944,359782230,345658357,6439270,1069279,4129
3520320,458843302,458970354,5564981,1148142,4480
3033013,369862918,357012043,4520008,966396,3530
3358100,391578105,389676181,4875032,970037,3522
2937620,323424635,323527682,4254335,906260,3274
2926394,348701686,343312240,4325470,949027,3929
3523640,340550889,339756020,4485005,909148,3420
3170879,307801641,296844148,4005097,814081,3610
2867018,320455861,315307420,4462703,921226,3575
2859858,327911589,328732655,4121119,861203,3259
3011336,347844798,335525473,4108815,768675,3170
2836314,304665062,295659491,3953861,871576,3306
3113368,400379776,398189904,4809729,959837,3212
3022526,283809450,275186470,3967979,856594,3547
3357371,329976124,329051002,5439899,1709313,3590
